City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
699,Pochutla,MX,15.7432,-96.4661,76.41,89,99,4.36,overcast clouds
700,Neyshabur,IR,36.2133,58.7958,57.11,31,0,0.89,clear sky
701,Sinesti,RO,47.1167,27.1833,52.07,67,14,5.03,few clouds
702,Pecos,US,31.4229,-103.4932,85.03,21,0,17.27,clear sky
703,Hrubieszow,PL,50.805,23.8925,47.26,93,89,11.77,overcast clouds
704,Byron Bay,AU,-28.65,153.6167,62.94,66,71,8.39,broken clouds
705,Gat,IL,31.61,34.7642,77.4,71,0,4.74,clear sky
706,Puerto Del Rosario,ES,28.5004,-13.8627,73.15,78,0,8.05,clear sky
707,Mwene-Ditu,CD,-7.0,23.45,64.47,92,100,1.1,overcast clouds
708,Pacific Grove,US,36.6177,-121.9166,73.08,67,20,9.22,smoke
709,Ginir,ET,7.1333,40.7,57.99,81,79,5.17,broken clouds
710,Katesh,TZ,-4.5167,35.3833,55.6,62,43,4.23,scattered clouds
711,Norwich,GB,52.6278,1.2983,50.32,87,4,4.61,clear sky
712,Trabzon,TR,40.9167,39.8333,62.69,88,75,17.27,broken clouds
